Talks_Participation_19_20,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
0,"['JavaScript', 'Python']",Yes,['Academic defined subjects (system)'],['Not Sure'],"['Yes, few PRs in multiple projects', 'I am maintaining my own project']",['Django'],Few months,Startup,5-10 years,"['Python', 'Java', 'C']",Live/online events,For learning,"['Pandas', 'TensorFlow', 'Keras', 'Torch/PyTorch']",Yes more than 10 blog posts,< 6 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows,Data scientist or machine learning specialist,['Django'],Both,We were doing remote before,Not enough,Often: 1-2 days per week or more,['Python'],Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,['Sublime'],NO,1603274382074,Once a year,0,Yes,"['Node.js', 'TensorFlow', 'Keras', 'Torch/PyTorch']",Very dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture']",Looking for work,"['Arabic', 'French', 'English']",No,25 to 29 years
0,"['Go', 'Kotlin']",Yes,['Academic defined subjects (system)'],['on-premise'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Flask', 'Symfony']",0 months,Freelance,5-10 years,"['HTML/CSS 😉', 'SQL', 'Python', 'Bash/Shell/PowerShell', 'PHP']",Li ja bismilah,For profit,"['Node.js', 'Ansible']","No, I am not interested.",15 000 - 20 000,Morocco,Male,Yes,"['Paid platforms', 'Official documentation', 'Blog posts']",Linux-based,"Developer, full-stack","['Django', 'Drupal']",Spoken,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Bash/Shell/PowerShell', 'PHP']",Good,"['Google it', 'Stackoverflow']",NO,Bac +5,"['Sublime', 'Atom']",Yes,1603294879975,Once every few years,1-3,Yes,['Flutter'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,30 to 34 years
1 - 3 talks,"['TypeScript', 'C++', 'Kotlin', 'Scala']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],"['Yes, few PRs in multiple projects']",['Spring Ecosystem'],0 months,Multinational company,Less than 1 year,"['JavaScript', 'Python', 'Java', 'TypeScript', 'C++', 'Kotlin', 'Scala']",Li ja bismilah,For profit,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Others']",Windows,"Developer, back-end","['React.js', 'Angular', 'Django', 'Flask', 'Gatsby', 'Next']",Both,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['JavaScript', 'Java']",Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",Yes,Bac +5,"['VS Code', 'Eclipse']",Yes,1603217921196,Every few months,More than 3,Yes,['Node.js'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
0,"['Python', 'Kotlin', 'Other']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Angular', 'Drupal']",More than 1 year,Freelance,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'PHP', 'TypeScript']",In-person events?,For profit,"['Node.js', 'Cordova']",Thinking of it.,6 000 - 8 000,Morocco,Male,Yes,"['Official documentation', 'Blog posts', 'Others']",Windows,"Developer, full-stack","['React.js', 'Django', 'Flask']",No,No remote policy yet,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'PHP', 'TypeScript']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Sublime']",NO,1603545129024,Once a year,0,Yes,['React Native'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
0,['TypeScript'],Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'Not Sure']",['I am maintaining my own project'],"['Vue.js', 'Other']",Less than 1 year,Startup,1-3 years,"['JavaScript', 'SQL', 'Java', 'Bash/Shell/PowerShell', 'TypeScript', 'Ruby']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books', 'Blog posts']",Windows + WSL2,"Developer, full-stack",['React.js'],Spoken,We were doing remote before,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'SQL']",Not Bad,['Google it'],NO,Bac +5,['VS Code'],Yes,1603234597969,Once a year,0,Yes,['Other'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'How widely used or impactful my work output would be', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
0,['Java'],Yes,['Academic defined subjects (system)'],['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Spring Ecosystem'],Less than 1 year,Multinational company,5-10 years,['Java'],Li ja bismilah,NO,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Books', 'Blog posts', 'Company resources']",Windows,"Developer, full-stack",['Spring Ecosystem'],Spoken,We were doing remote before,Not enough,,['Java'],Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'Eclipse']",Yes,1603973523080,Every few months,0,No,['Other'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,30 to 34 years
0,"['Go', 'R']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],"['Yes, few PRs in multiple projects']","['React.js', 'Spring Ecosystem', 'Laravel']",Few months,Medium company,1-3 years,"['HTML/CSS 😉', 'Python', 'Java']",In-person events?,For learning,['Node.js'],Thinking of it.,6 000 - 8 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts', 'Others']",Windows,Scientist,"['Angular', 'Express', 'Django', 'Flask', 'Next', 'Other']",No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['Python', 'Java', 'C']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'Sublime', 'Other']",Yes,1603747238716,Once a year,1-3,No,"['TensorFlow', 'Keras', 'Apache Spark']",,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'The industry that I’d be working in', 'Salary']",Looking for work,"['Arabic', 'Amazigh', 'French', 'English']",Yes,25 to 29 years
0,"['Python', 'Bash/Shell/PowerShell']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],['I am maintaining my own project'],"['React.js', 'Angular']",0 months,Multinational company,Less than 1 year,"['JavaScript', 'Java', 'TypeScript']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,8 000 - 10 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts']",Windows,"Developer, front-end",['Django'],Spoken,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'TypeScript']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.']",Yes,Bac +5,['VS Code'],Yes,1603227411766,Every few months,1-3,Yes,"['Pandas', 'TensorFlow']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['SQL', 'C++', 'R']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Other'],,Freelance,Less than 1 year,"['Python', 'C']",Li ja bismilah,NO,"['Pandas', 'TensorFlow', 'Keras', 'Torch/PyTorch']",Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Books', 'Blog posts']",Windows,Data scientist or machine learning specialist,['Other'],Both,,Not enough,Often: 1-2 days per week or more,['Python'],Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +2,['Other'],I don’t know Facebook Developer circles,1603297404990,Once a year,0,Yes,"['Pandas', 'TensorFlow', 'Keras', 'Torch/PyTorch']",,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Remote work options', 'Salary']",Student,"['Arabic', 'French']",Yes,20 to 24 years
0,"['Bash/Shell/PowerShell', 'Other']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],"['React.js', 'Django']",0 months,Multinational company,Less than 1 year,"['SQL', 'Python', 'Java', 'Scala', 'Julia']",Li ja bismilah,For profit,"['Pandas', 'TensorFlow', 'Keras', 'Apache Spark', 'Torch/PyTorch', 'Other']",Yes  less than 10 blog posts,> 25 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Books', 'Blog posts']",Linux-based,"Engineer, data",['Other'],Both,The company started remote after covid,Not enough,Never,['Python'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'Atom']",Yes,1603802186523,Every few months,1-3,Yes,"['React Native', 'Other']",Neither satisfied nor dissatisfied,"['Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['Python', 'Java']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],"['Angular', 'Vue.js', 'Laravel']",Few months,Startup,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'PHP']",Li ja bismilah,For learning,['Node.js'],"No, I am not interested.",6 000 - 8 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack","['React.js', 'Express', 'Symfony']",Both,No remote policy yet,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP', 'TypeScript']",Not Bad,"['Google it', 'Do other work and come back later.']",Yes,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603280736761,Every few months,1-3,Yes,['React Native'],Very dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Looking for work,"['Arabic', 'Amazigh', 'French', 'English', 'Others']",No,25 to 29 years
0,"['Kotlin', 'Ruby', 'Swift']",Yes,['Companies engagement with academia'],"['Full Cloud', 'Hybrid Cloud', 'shared hosting']",['I am maintaining my own project'],"['Angular', 'Spring Ecosystem']",0 months,Startup,5-10 years,"['Java', 'TypeScript', 'Kotlin', 'Other']",Live/online events,For profit,['Other'],Thinking of it.,> 25 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack","['Spring Ecosystem', 'Ruby on Rails']",Spoken,We were doing remote before,Not enough,Often: 1-2 days per week or more,"['HTML/CSS  😉', 'Python', 'Java', 'TypeScript', 'Other']",Good,"['Google it', 'Stackoverflow']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)']",NO,1603362293675,Once a year,0,No,"['TensorFlow', 'Unity 3D', 'Torch/PyTorch']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Remote work options', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,30 to 34 years
0,"['Swift', 'Dart']",Yes,['Academic defined subjects (system)'],"['Full Cloud', 'shared hosting', 'Managed PaaS (heroku, app platform ...)']",['I am maintaining my own project'],"['jQuery', 'React.js', 'Angular', 'Vue.js', 'Laravel']",0 months,Multinational company,5-10 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'Bash/Shell/PowerShell', 'PHP', 'TypeScript']",Live/online events,For profit,"['Node.js', 'React Native', 'Cordova']",Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",MacOS,"Developer, full-stack","['Gatsby', 'Next']",Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Bash/Shell/PowerShell', 'PHP', 'TypeScript']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +3,['Atom'],Yes,1603383806589,Every few months,1-3,Yes,"['TensorFlow', 'Ansible', 'Flutter']",Very dissatisfied,['Remote work options'],Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
0,"['Kotlin', 'Scala', 'Other']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",['Hybrid Cloud'],['I am maintaining my own project'],"['Spring Ecosystem', 'Other']",,Medium company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'TypeScript']",Li ja bismilah,NO,['Other'],Yes  less than 10 blog posts,,Morocco,Female,,"['YouTube', 'Paid platforms', 'Others']",Windows,"Developer, back-end","['Angular', 'Other']",Both,,Not enough,,"['HTML/CSS  😉', 'SQL', 'Java']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",Yes,Bac +3,"['VS Code', 'Eclipse']",Yes,1603218406855,Every few months,1-3,No,"['Node.js', 'React Native', 'Flutter']",,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
0,['TypeScript'],Yes,['Students'],['Not Sure'],"['Yes, few PRs in multiple projects']","['jQuery', 'React.js']",,Freelance,Less than 1 year,"['JavaScript', 'Python']",Live/online events,NO,['Node.js'],"No, I am not interested.",,Morocco,Male,No,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, front-end",['Vue.js'],Both,,Enough to start,Never,['JavaScript'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Self-taught,"['VS Code', 'Atom']",NO,1603216482741,Once a year,0,No,['Node.js'],,"['Languages, frameworks, and other technologies I’d be working with']",Student,"['Arabic', 'Amazigh', 'English']",Yes,20 to 24 years
0,"['C#', 'Kotlin']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Spring Ecosystem', 'Other']",0 months,Multinational company,More than 10,"['JavaScript', 'HTML/CSS 😉', 'Java', 'Dart']",Li ja bismilah,For learning,['Other'],Thinking of it.,13 000 - 15 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Windows,"Developer, full-stack","['React.js', 'Angular', 'Angular.js']",No,We were doing remote before,Not enough,Sometimes: 1-2 days per month but less than weekly,['Java'],Good,['Google it'],NO,Bac +5,['Eclipse'],NO,1603302158836,Every few months,0,No,"['Unity 3D', 'Flutter', 'Other']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,35 to 39 years
0,"['C', 'Go', 'Assembly', 'R', 'Rust']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']","['Full Cloud', 'Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects']","['Express', 'Vue.js', 'Flask', 'Next']",Few months,Medium company,1-3 years,"['JavaScript', 'Python', 'Bash/Shell/PowerShell', 'TypeScript']",In-person events?,For learning,"['Node.js', 'Pandas', 'React Native', 'Torch/PyTorch']",Thinking of it.,6 000 - 8 000,Morocco,Male,No,"['Books', 'Official documentation', 'Blog posts']",Windows + WSL2,"Developer, full-stack","['React.js', 'Ruby on Rails']",Spoken,No remote policy yet,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Python', 'Bash/Shell/PowerShell', 'TypeScript']",Bad,['Google it'],NO,Self-taught,"['VS Code', 'Vim']",NO,1603868868866,Every few months,0,Yes,"['TensorFlow', 'Flutter']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,"['SQL', 'Java', 'C#']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Angular', 'Spring Ecosystem', 'Angular.js']",0 months,Multinational company,Less than 1 year,"['SQL', 'Java', 'C#']",Li ja bismilah,For learning,['Other'],"No, I am not interested.",< 6 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Official documentation', 'Others']",Windows,"Developer, full-stack","['Express', 'Django', 'Flask', 'Laravel', 'Symfony']",Spoken,We were doing remote before,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['SQL', 'Java', 'C#']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +2,['Eclipse'],I don’t know Facebook Developer circles,1603222117245,Once every few years,0,No,['Node.js'],Slightly satisfied,"['Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,25 to 29 years
0,"['TypeScript', 'Kotlin', 'Swift', 'Objective-C', 'Haskell']",Yes,"['Students', 'Teachers']",['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Express']",,Startup,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'C', 'Kotlin']",Li ja bismilah,For profit,['Node.js'],Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, front-end","['React.js', 'Vue.js', 'Django']",Both,,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'Python']",Good,['Do other work and come back later.'],NO,Self-taught,"['VS Code', 'Vim', 'Sublime', 'Atom']",Yes,1603279770275,Once a year,1-3,Yes,['Flutter'],,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Remote work options']",Student,"['Arabic', 'French', 'English']",No,15 to 19 years
0,['Swift'],Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'shared hosting']",['I am maintaining my own project'],['Other'],Few months,Startup,More than 10,"['JavaScript', 'HTML/CSS 😉']",In-person events?,For learning,['Node.js'],Yes more than 10 blog posts,15 000 - 20 000,Morocco,Male,,"['YouTube', 'Blog posts']",Windows,Designer,['React.js'],Spoken,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +3,['Sublime'],I don’t know Facebook Developer circles,1603308862993,Once a year,More than 3,Yes,['React Native'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,35 to 39 years
0,['JavaScript'],No,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],['Angular'],,Multinational company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'TypeScript']",Li ja bismilah,For learning,['Node.js'],"No, I am not interested.",,Morocco,Female,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack","['Angular', 'Spring Ecosystem']",Both,,Enough to start,Never,"['HTML/CSS  😉', 'TypeScript']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Eclipse']",Yes,1603816898323,Once a year,0,No,['Other'],,"['Languages, frameworks, and other technologies I’d be working with', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
0,['JavaScript'],Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'on-premise']","['Yes, few PRs in multiple projects']",['Other'],0 months,Small company,1-3 years,['HTML/CSS 😉'],Li ja bismilah,For learning,['Other'],Thinking of it.,10 000 - 13 000,Europe,Female,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",MacOS,Designer,['Other'],Both,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,['HTML/CSS  😉'],Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,['Atom'],NO,1603290413320,Once every few years,0,Yes,['Other'],Slightly satisfied,"['Office environment or company culture', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['Python', 'R']",No,['Academic defined subjects (system)'],['shared hosting'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Angular', 'Express', 'Spring Ecosystem', 'Laravel']",0 months,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Java', 'PHP', 'C', 'Dart']",Li ja bismilah,For profit,['Node.js'],Thinking of it.,< 6 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms']",Windows,"Developer, full-stack",['Django'],Both,The company started remote after covid,Not enough,Never,"['JavaScript', 'Java', 'PHP']",Not Bad,['Google it'],NO,Bac +5,"['VS Code', 'Eclipse']",I don’t know Facebook Developer circles,1603578661194,Once every few years,0,Yes,"['TensorFlow', 'Apache Spark', 'Torch/PyTorch']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,['Other'],Yes,['Academic defined subjects (system)'],['Full Cloud'],['I am maintaining my own project'],['Other'],Few months,Multinational company,3-5 years,"['Java', 'Bash/Shell/PowerShell']",Li ja bismilah,NO,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Linux-based,"Developer, back-end",['Vue.js'],No,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'Java']",Good,"['Google it', 'Stackoverflow']",NO,Bac +5,['Eclipse'],Yes,1603643188428,Every few months,0,Yes,['Node.js'],Slightly dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
0,['C++'],Yes,['Academic defined subjects (system)'],['shared hosting'],['I am maintaining my own project'],"['React.js', 'Laravel', 'Symfony']",Less than 1 year,Small company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Java', 'PHP', 'TypeScript', 'Other']",Li ja bismilah,For learning,"['Node.js', 'React Native']",Thinking of it.,20 000 - 25 000,Europe,Male,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack","['Angular', 'Vue.js']",Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Eclipse', 'Sublime', 'Atom']",Yes,1603562080861,Every few months,1-3,Yes,"['TensorFlow', 'Flutter']",Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'How widely used or impactful my work output would be']",Looking for work,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
0,"['Go', 'Kotlin', 'Dart', 'Scala']",Yes,['Teachers'],['Not Sure'],"['Yes, few PRs in multiple projects']","['React.js', 'Spring Ecosystem', 'Django', 'Flask']",Few months,Medium company,5-10 years,"['JavaScript', 'Python', 'Java', 'R']",Li ja bismilah,For profit,"['Node.js', 'TensorFlow', 'React Native', 'Torch/PyTorch']",Thinking of it.,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,Academic researcher,['Ruby on Rails'],Both,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Python']",Excellent,"['Google it', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603721987559,Once a year,1-3,No,"['Flutter', 'Other']",Slightly satisfied,"['Office environment or company culture', 'Opportunities for professional development', 'Remote work options']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['JavaScript', 'C++', 'Rust']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Full Cloud'],['I don’t have an account on Github (or alternatives).'],['Angular'],Less than 1 year,Medium company,3-5 years,"['Python', 'Java', 'Go', 'Rust']",Li ja bismilah,For learning,['Other'],"No, I am not interested.",15 000 - 20 000,Morocco,Male,No,"['Books', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",['React.js'],No,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'SQL', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse']",Yes,1603467604738,Once every few years,1-3,Yes,"['TensorFlow', 'Ansible', 'Terraform', 'Apache Spark', 'Torch/PyTorch']",Very dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
